timestamp,x,y,z,r
0,5.74441101e-07,-7.41288465e-07,4.65450053e-07,
84800,-3.840563243e-05,6.450259377e-05,7.162508183e-05,
183200,-0.0001329341154,0.00036765692850000004,-0.001192953625,
292400,-0.000229346578,0.000790320173,0.001734291382,
407600,-0.00028262541300000003,0.00126782239,0.0015996546399999999,
524800,-0.00013509627929999998,0.00160349002,-0.0018687560599999998,
637200,5.803569429999998e-05,0.00181323807,-0.0072762564,
747600,0.000372169551,0.00190520307,-0.01193621644,
868400,0.0007634698553,0.00182349676,-0.0138666812,
997200,0.0010761234873,0.00176877563,-0.0146039537,
1107200,0.001263045047,0.00165647283,-0.01528502765,
1227600,0.001341197827,0.00150220044,-0.015892573899999998,
1337200,0.001295418024,0.00133829067,-0.0164032657,
1446000,0.0011618578056,0.00120775073,-0.01640668425,
1575200,0.0007513434899,0.001154986384,-0.0166959402,
1696000,0.0002543655724,0.001111043725,-0.0170205581,
1797200,-0.000261406185,0.0011322888300000001,-0.0179675369,
1905200,-0.0007626244429,0.001167262249,-0.0197327518,
2034400,-0.0012847049854,0.001238500117,-0.0226055776,
2145200,-0.0016335851,0.00130873623,-0.0252962333,
2266800,-0.001775386826,0.00133259122,-0.0284830005,
2376400,-0.001842149326,0.00149222355,-0.0312185816,
2505600,-0.001693353854,0.0015001241,-0.034144887,
2626800,-0.001554581533,0.001477615413,-0.0358193417,
2727600,-0.001399148484,0.0014830556919999999,-0.0370496592,
2857200,-0.001134115194,0.0014616385519999999,-0.0377273085,
2957200,-0.000928996603,0.0014143934419999999,-0.038142596,
3075200,-0.0006728703489,0.001369199907,-0.0383320533,
3186400,-0.000399832709,0.001214315585,-0.0384710986,
3307200,-8.555065500000003e-05,0.001065793928,-0.0384983021,
3418400,0.000226507837,0.000867941082,-0.0383584862,
3556000,0.000629014658,0.00046617972499999997,-0.038574371,
3665600,0.000985196917,6.697950200000004e-05,-0.038616771800000005,
3776400,0.001342964954,-0.00039941877426,-0.0387008439,
3887600,0.001624248562,-0.000891860802,-0.0388890032,
3998400,0.001899107727,-0.001416232421,-0.0391165546,
4136400,0.00205250048,-0.002674593493,-0.0386064558,
4247200,0.00212858427,-0.002955438303,-0.0380008677,
4346000,0.00222984669,-0.00333852851,-0.0368978796,
4456400,0.002211799777,-0.003693199909,-0.0359481204,
4586000,0.00209588478,-0.00344844581,-0.03422635925,
4706400,0.001992865055,-0.00404807233,-0.0331315326,
4815200,0.00192219093,-0.00467460341,-0.0323697895,
4946800,0.0013969530900000001,-0.006207185392,-0.0307093311,
5057200,0.0022147016939999997,-0.00646439952,-0.02872506357,
5178000,0.001925730259,-0.00755535448,-0.02698122922,
5276400,0.001647481465,-0.00774947091,-0.025112889,
5398000,0.001282000579,-0.00826236866,-0.02347042904,
5506400,0.0008976800699999999,-0.00883179686,-0.02239927851,
5619200,0.0006413863199999998,-0.00912497126,-0.02127547424,
5767200,3.2840620000000014e-05,-0.01050749665,-0.020021780319999998,
5875600,-0.0013890446730000002,-0.01077667826,-0.01913322473,
5976400,-0.0016522921180000003,-0.010919893410000001,-0.01765853677,
6098400,-0.002080352364,-0.011324209870000001,-0.01636937266,
6216800,-0.002302019217,-0.0109287861,-0.01473891049,
6326400,-0.002406382726,-0.011022412149999999,-0.01335873476,
6446000,-0.002462440899,-0.01142591562,-0.012489676884,
6567200,-0.002623028435,-0.01201969507,-0.011831394327999999,
6688400,-0.0026303869,-0.0121334023,-0.0111991762,
6795600,-0.00256027273,-0.0122172075,-0.01015189367,
6907600,-0.002389645365,-0.01273075295,-0.00983439812,
7057200,-0.0021767906940000003,-0.01209909633,-0.009424475722,
7158400,-0.0021239544492,-0.01135903586,-0.008983694719,
7267600,-0.0020112116449,-0.01084894206,-0.00911600896,
